RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	ADM2	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME	FULL_NAME	FULL_NAME_ND	MODIFY_DATE
1	-2146575	-2977486	51.366667	3.633333	512200	33800	31UES4408990791	NM31-02	P	PPL		NL	10					N				HOOGEWEG	Hoogeweg	Hoogeweg	1994-01-08
1	-2141027	-2970376	53.116667	7.166667	530700	71000	32ULD7730286819	NN32-07	P	PPL		NL	04					N				BELLINGWOLDE	Bellingwolde	Bellingwolde	1994-01-08
1	-2141799	-2971315	50.75	5.9	504500	55400	31UGS0456626035	NM31-06	V	FRST		NL	05					N				BOVENSTEBOS	Bovenste Bos	Bovenste Bos	1994-01-08
1	-2151492	-2973015	51.35	4.1	512100	40600	31UES7660389322	NM31-03	P	PPL		NL	10					V				DEPAAL	De Paal	De Paal	1994-01-08
1	-2151477	-2983481	52.116667	5.116667	520700	50700	31UFT4492476128	NN31-12	P	PPLX		NL	09					N				OVERVECHT	Overvecht	Overvecht	1994-01-08
1	-2144885	-2975319	51.9	5.6	515400	53600	31UFT7887453111	NM31-03	T	PLDR		NL	03					N				GOUVERNEURSCHEPOLDER	Gouverneursche Polder	Gouverneursche Polder	1994-01-08
1	-2140190	-2969918	51.883333	6.433333	515300	62600	32ULC2335351176	NM32-01	H	STMX		NL	00					V				ASTRANG	Astrang	Astrang	1994-04-28
1	-2140190	-2969319	51.883333	6.433333	515300	62600	32ULC2335351176	NM32-01	H	STMX		NL	00				NL	N				AASTRANG	Aastrang	Aastrang	1994-04-28
1	-2146720	-2977664	51.5	5.15	513000	50900	31UFT4923007621	NM31-03	P	PPL		NL	06					N				HOUTAKKER	Houtakker	Houtakker	1994-01-08
1	-2144188	-2974430	53.35	5.116667	532100	50700	31UFV4089013295	NN31-09	H	FLTT		NL	02					N				ENGELSCHHOEK	Engelschhoek	Engelschhoek	1994-01-08
1	-2155697	-2988781	52.466667	4.783333	522800	44700	31UFU2114514440	NN31-12	T	PLDR		NL	07					N				POLDERWESTZAAN	Polder Westzaan	Polder Westzaan	1994-01-08
1	-2141246	-2970638	52.666667	6.266667	524000	61600	32ULD1517438698	NN32-10	S	BDG		NL	00					N				BEUGELENBRUG	Beugelenbrug	Beugelenbrug	1994-01-08
1	-2140832	-2970138	53.066667	7.116667	530400	70700	32ULD7381081345	NN32-07	H	CNL		NL	04					N				BANGMAKER	Bangmaker	Bangmaker	1994-01-08
1	-2142383	-2972022	52.266667	5.2	521600	51200	31UFT5012392978	NN31-12	P	PPL		NL	07					N				CRAAILO	Craailo	Craailo	1994-01-08
1	-2142859	-2972671	53.1	4.766667	530600	44600	31UFU1828284853	NN31-09	P	PPL		NL	07					N				DEKOOG	De Koog	De Koog	1994-01-08
1	-2143555	-2973617	52.983333	6.666667	525900	64000	32ULD4336172964	NN32-10	L	LCTY		NL	01					N				DONGELTE	Dongelte	Dongelte	1994-01-08
1	-2141238	-2970630	51.533333	5.383333	513200	52300	31UFT6530211829	NM31-03	L	LCTY		NL	06					N				BESTSEBROEK	Bestse Broek	Bestse Broek	1994-01-08
1	-2141230	-2970618	53.116667	6.633333	530700	63800	32ULD4161387866	NN32-07	L	LCTY		NL	04					N				BESLOTENVENEN	Besloten Venen	Besloten Venen	1994-01-08
1	-2142708	-2972461	52.316667	6.15	521900	60900	32ULD0575000085	NN32-10	L	PRK		NL	15					N				DEHEI	De Hei	De Hei	1994-01-08
1	-2143425	-2973455	52.9	6.3	525400	61800	32ULD1840264560	NN32-10	V	FRST		NL	01					V				DIEVERDERVELD	Dieverderveld	Dieverderveld	1994-01-08
1	-2144281	-2974540	50.85	5.883333	505100	55300	31UGS0295737106	NM31-06	P	PPL		NL	05					N				ETENAKEN	Etenaken	Etenaken	1994-01-08
1	-2144274	-2974531	52.35	5.7	522100	54200	31UFU8389003399	NN31-12	S	EST		NL	03					V				ESSENBURG	Essenburg	Essenburg	1994-01-08
1	-2150664	-2982506	51.583333	5.416667	513500	52500	31UFT6743017464	NM31-03	P	PPL		NL	06					N				OLLAND	Olland	Olland	1994-01-08
1	-2144430	-2974697	53.15	6.45	530900	62700	32ULD2947891994	NN32-07	P	PPL		NL	01					V				FOKSWOLDE	Fokswolde	Fokswolde	1994-01-08
1	-2145875	-2976543	51.416667	5.9	512500	55400	31UGT0164500152	NM31-03	S	FRM		NL	06					N				HENDRIKHOEVE	Hendrikhoeve	Hendrikhoeve	1994-01-08
1	-2153421	-2985933	53.233333	5.116667	531400	50700	31UFV4127400318	NN31-09	H	FLTT		NL	02					N				STAARTVANSCHIERINGHALS	Staart van Schieringhals	Staart van Schieringhals	1994-01-08
1	-2154966	-2987904	52.366667	6.95	522200	65700	32ULD6042703799	NN32-10	P	PPL		NL	15					V				VOLTHERBROEK	Voltherbroek	Voltherbroek	1994-01-08
1	-2154915	-2987840	51.15	6.15	510900	60900	32ULB0068070368	NM32-01	P	PPL		NL	05					N				VLODROPSTATION	Vlodrop-Station	Vlodrop-Station	1994-01-08
1	-2150782	-2973961	52.416667	5.583333	522500	53500	31UFU7568110522	NN31-12	T	PLDR		NL	00					V				EASTPOLDER	East Polder	East Polder	1994-01-08
1	-2153621	-2986165	51.883333	6.216667	515300	61300	32ULC0844451724	NM32-01	P	PPL		NL	03					N				STOKKUM	Stokkum	Stokkum	1994-01-08
1	-2141497	-2970946	52.716667	5.966667	524300	55800	31UGU0037144882	NN31-12	P	PPL		NL	15					N				BLOKZIJL	Blokzijl	Blokzijl	1994-01-08
1	-2142273	-2971886	53.233333	7.1	531400	70600	32ULD7318599912	NN32-07	T	PLDR		NL	04					N				CARELCOENRAADPOLDER	Carel Coenraadpolder	Carel Coenraadpolder	1994-01-08
1	-2147039	-2978083	52.966667	7.1	525800	70600	32ULD7239970252	NN32-10	P	PPL		NL	04					N				JIPSINGBOERTANGE	Jipsingboertange	Jipsingboertange	1994-01-08
1	-2140575	-2981586	52.95	6.366667	525700	62200	32ULD2308969954	NN32-10	P	PPL		NL	02					V				NIEUWAPPELSGA	Nieuw Appelsga	Nieuw Appelsga	1994-01-08
1	-2144372	-2974652	52.916667	5.716667	525500	54300	31UFU8264966456	NN31-12	P	PPL		NL	02					N				FINKEBUREN	Finkeburen	Finkeburen	1994-01-08
1	-2146965	-2977996	51.933333	5.683333	515600	54100	31UFT8447057025	NM31-03	H	CNL		NL	03					N				INDOORNIKSCHELEIGRAAF	Indoorniksche Leigraaf	Indoorniksche Leigraaf	1994-01-08
1	-2142809	-2972599	53.433333	5.616667	532600	53700	31UFV7382523666	NN31-09	L	LCTY		NL	02					N				DEKAMPEN	De Kampen	De Kampen	1994-01-08
1	-2142801	-2972588	53.2	5.716667	531200	54300	31UFU8145497965	NN31-09	P	PPL		NL	02					N				DEINUM	Deinum	Deinum	1994-01-08
1	-2143538	-2973599	51.683333	5.316667	514100	51900	31UFT6015028359	NM31-03	H	STM		NL	00				NL	N				DOMMEL	Dommel	Dommel	1994-04-28
1	-2142288	-2971906	52.533333	4.666667	523200	44000	31UFU1304921665	NN31-12	T	PLDR		NL	07					N				CASTRICUMMERPOLDER	Castricummerpolder	Castricummerpolder	1994-01-08
1	-2145255	-2975798	52.966667	4.566667	525800	43400	31UFU0521769711	NN31-12	H	SHOL		NL	07					N				HAAKSGRONDEN	Haaksgronden	Haaksgronden	1994-01-08
1	-2141936	-2971472	51.65	5.933333	513900	55600	31UGT0292126187	NM31-03	V	FRST		NL	06					N				BRESTBOS	Brestbos	Brestbos	1994-01-08
1	-2142650	-2972383	51.833333	5.833333	515000	55000	31UFT9521346298	NM31-03	L	PRK		NL	03					N				DEGOFFERT	De Goffert	De Goffert	1994-01-08
1	-2146280	-2977124	51.65	5.616667	513900	53700	31UFT8101925354	NM31-03	P	PPL		NL	06					N				HOENDERBOS	Hoenderbos	Hoenderbos	1994-01-08
1	-2140412	-2969610	53.116667	6.433333	530700	62600	32ULD2823188327	NN32-07	P	PPL		NL	01					N				ALTEVEER	Alteveer	Alteveer	1994-01-08
1	-2140346	-2969512	51.516667	4.383333	513100	42300	31UET9598408190	NM31-03	P	PPL		NL	06					N				AKKER	Akker	Akker	1994-01-08
1	-2140339	-2969503	52.533333	6.133333	523200	60800	32ULD0557024222	NN32-10	T	HLL		NL	15					N				AGNIETENBERG	Agnietenberg	Agnietenberg	1994-01-08
1	-2141875	-2971405	51.583333	4.766667	513500	44600	31UFT2240116176	NM31-03	A	ADM2		NL	06					N		Breda	Gemeente	GEMEENTEBREDA	Gemeente Breda	Gemeente Breda	2001-11-16
1	-2142602	-2972316	53.116667	6.55	530700	63300	32ULD3603788054	NN32-07	L	LCTY		NL	01					N				DEEEKHOORNS	De Eekhoorns	De Eekhoorns	1994-01-08
1	-2144632	-2974965	53.283333	5.916667	531700	55500	31UFV9443107758	NN31-09	L	LCTY		NL	02					N				GEESTMERVELD	Geestmerveld	Geestmerveld	1994-01-08
1	-2144916	-2975355	51.366667	5.95	512200	55700	31UGS0534594732	NM31-03	P	PPL		NL	05					N				GRASHOEK	Grashoek	Grashoek	1994-01-08
1	-2142057	-2971619	51.283333	5.266667	511700	51600	31UFS5807283774	NM31-03	L	PRK		NL	06					N				BRONZENTOPPEN	Bronzen Toppen	Bronzen Toppen	1994-01-08
1	-2146078	-2985919	52.083333	4.316667	520500	41900	31UET9022071125	NN31-12	P	PPLX		NL	11					V				SPUI	Spui	Spui	1994-01-08
1	-2142765	-2972536	51.866667	4.733333	515200	44400	31UFT1934347629	NM31-03	S	ML		NL	11					N				DEHOOP	De Hoop	De Hoop	1994-01-08
1	-2145400	-2975979	51.55	5.95	513300	55700	31UGT0452315115	NM31-03	T	HLL		NL	05					N				HANSENBERG	Hansenberg	Hansenberg	1994-01-08
1	-2145393	-2975971	53.116667	5.45	530700	52700	31UFU6396388054	NN31-09	S	EST		NL	02					N				HANIASTATE	Haniastate	Haniastate	1994-01-08
1	-2154741	-2987643	53.05	5.45	530300	52700	31UFU6421780639	NN31-09	P	PPL		NL	02					N				VIERHUIZEN	Vierhuizen	Vierhuizen	1994-01-08
1	-2143637	-2972270	53.133333	6.133333	530800	60800	32ULD0823290942	NN32-07	P	PPL		NL	02					V				DECOMPAGNIE	De Compagnie	De Compagnie	1994-01-08
1	-2143629	-2973712	50.95	5.933333	505700	55600	31UGS0603348362	NM31-06	P	PPL		NL	05					N				DOUVERGENHOUT	Douvergenhout	Douvergenhout	1994-01-08
1	-2143717	-2973823	51.716667	5.083333	514300	50500	31UFT4391631580	NM31-03	P	PPL		NL	06					N				DRONGELEN	Drongelen	Drongelen	1994-01-08
1	-2151039	-2982968	52.933333	5.966667	525600	55800	31UFU9937668975	NN31-12	V	FRST		NL	02					N				ORANJEWOUD	Oranjewoud	Oranjewoud	1994-01-08
1	-2147745	-2978926	51.083333	5.8	510500	54800	31UFS9610662822	NM31-03	P	PPL		NL	05					N				KOKKELERT	Kokkelert	Kokkelert	1994-01-08
1	-2145560	-2976172	52.1	4.583333	520600	43500	31UFT0845173343	NN31-12	P	PPL		NL	11					V				HAZERSWOUDE	Hazerswoude	Hazerswoude	1994-01-08
1	-2146542	-2977442	51.816667	5.883333	514900	55300	31UFT9873044580	NM31-03	T	HLL		NL	03					N				HOOGELANGEBERG	Hooge Langeberg	Hooge Langeberg	1994-01-08
1	-2147558	-2978704	51.466667	4.866667	512800	45200	31UFT2966003375	NM31-03	L	LCTY		NL	06					N				KLEINEMAAIEN	Kleine Maaien	Kleine Maaien	1994-01-08
1	-2152582	-2984898	51.733333	5.616667	514400	53700	31UFT8068634620	NM31-03	A	ADM2		NL	06					N		(( Schaijk ))	Gemeente	GEMEENTESCHAIJK	Gemeente )) (( Schaijk	Gemeente )) (( Schaijk	2007-02-14
1	-2156100	-2989278	53.033333	5.55	530200	53300	31UFU7098479019	NN31-09	L	LCTY		NL	02					N				WOLSUMERKETTING	Wolsumerketting	Wolsumerketting	1994-01-08
1	-2156854	-3206479	53.583333	6.666667	533500	64000	32ULE4554039696	NN32-07	T	ISLS		NL	00				GM	N				FRISIANISLANDS	Frisian Islands	Frisian Islands	1994-01-08
1	-2151279	-2983255	53.3	6.316667	531800	61900	32ULE2119009002	NN32-07	T	PLDR		NL	04					N				OUDERUIGEZANDSTERPOLDER	Oude Ruigezandsterpolder	Oude Ruigezandsterpolder	1994-01-08
1	-2153539	-2986071	52.533333	6.516667	523200	63100	32ULD3156523258	NN32-10	L	RESN		NL	15					N				STEGERENVELD	Stegerenveld	Stegerenveld	1994-01-08
1	-2146347	-2977204	51.6	4.233333	513600	41400	31UET8542017271	NM31-03	P	PPL		NL	06					N				HOGENDIJK	Hogendijk	Hogendijk	1994-01-08
1	-2143940	-2974099	52.233333	4.85	521400	45100	31UFT2633788603	NN31-12	T	PLDR		NL	09					N				POLDERDEEERSTEBEDIJKING	Polder de Eerste Bedijking	Polder de Eerste Bedijking	1994-01-08
1	-2146266	-2977105	52.883333	6.333333	525300	62000	32ULD2057562623	NN32-10	V	HTH		NL	01					N				HOEKENBRINK	Hoekenbrink	Hoekenbrink	1994-01-08
1	-2156594	-2989896	51.633333	3.916667	513800	35500	31UET6344220656	NM31-02	L	LCTY		NL	10					N				ZUIDHOEK	Zuidhoek	Zuidhoek	1994-01-08
1	-2154964	-2987895	52.733333	5.95	524400	55700	31UFU9917046689	NN31-12	H	CNL		NL	15					V				VOLLENHOVECANAL	Vollenhove Canal	Vollenhove Canal	1994-01-08
1	-2141688	-2971183	51.416667	3.733333	512500	34400	31UES5099596417	NM31-02	T	PT		NL	10					N				HOEKVANBORSSELE	Hoek van Borssele	Hoek van Borssele	1994-01-08
1	-2156219	-2989444	52.083333	5.866667	520500	55200	31UFT9641374185	NN31-12	H	PND		NL	03					N				ZANDFLESCH	Zandflesch	Zandflesch	1994-01-08
1	-2150146	-2981859	52.283333	6.133333	521700	60800	32ULC0446796423	NN32-10	S	EST		NL	15					N				NIEUWRANDE	Nieuw Rande	Nieuw Rande	1994-01-08
1	-2149374	-2980921	52.1	5.666667	520600	54000	31UFT8264475516	NN31-12	P	PPL		NL	03					N				MEULUNTEREN	Meulunteren	Meulunteren	1994-01-08
1	-2154471	-2987302	53	6.466667	530000	62800	32ULD3000275273	NN32-07	H	CNL		NL	01					N				VANLIERSWIJK	Van Lierswijk	Van Lierswijk	1994-01-08
1	-2152696	-2985037	52.1	4.3	520600	41800	31UET8904572958	NN31-12	L	PRK		NL	11					V				SCHEVENINGENBOSCHJES	Scheveningen Boschjes	Scheveningen Boschjes	1994-01-08
1	-2151890	-2984004	51.116667	5.983333	510700	55900	31UGS0879467032	NM31-03	L	PRK		NL	05					N				PUTBROEKERBOSSEN	Putbroekerbossen	Putbroekerbossen	1994-01-08
1	-2145249	-2975791	51.616667	4.7	513700	44200	31UFT1769619773	NM31-03	T	PLDR		NL	06					N				HAAGSEBEEMDEN	Haagse Beemden	Haagse Beemden	1994-01-08
1	-2145249	-2975788	51.616667	4.7	513700	44200	31UFT1769619773	NM31-03	T	PLDR		NL	06					V				HAAGSCHEBEEMDEN	Haagsche Beemden	Haagsche Beemden	1994-01-08
1	-2150412	-2982294	52.583333	4.916667	523500	45500	31UFU2985727647	NN31-12	A	ADM1		NL	07					V				NORTHHOLLAND	North Holland	North Holland	2001-11-16
1	-2151857	-2983966	51.683333	4.366667	514100	42200	31UET9448126703	NM31-03	S	FT		NL	11					N				FORTPRINSFREDERIK	Fort Prins Frederik	Fort Prins Frederik	1994-01-08
1	-2149919	-2981591	51.816667	4.333333	514900	42000	31UET9190641488	NM31-03	P	PPL		NL	11					V				NIEUWBEIERLAND	Nieuw-Beierland	Nieuw-Beierland	1994-01-08
1	-2141736	-2971248	51.566667	6.083333	513400	60500	32UKC9786116875	NM32-01	P	PPL		NL	05					V				BOSSERHEIDE	Bosserheide	Bosserheide	1994-01-08
1	-2141736	-2971243	51.566667	6.083333	513400	60500	32UKC9786116875	NM32-01	P	PPL		NL	05					N				BOSSCHERHEIDE	Bosscherheide	Bosscherheide	1994-01-08
1	-2151638	-2983695	52.25	6.966667	521500	65800	32ULC6119790792	NN32-10	S	EST		NL	15					N				PENNINCKSKOTTEN	Penninckskotten	Penninckskotten	1994-01-08
1	-2150880	-2982776	52.85	5.066667	525100	50400	31UFU3916757585	NN31-12	H	CNL		NL	07					N				OOSTERTERPTOCHT	Oosterterptocht	Oosterterptocht	1994-01-08
1	-2142342	-2971972	52.616667	6.7	523700	64200	32ULD4429432113	NN32-10	H	CNL		NL	00					V				COEVORDENVECHTCANAL	Coevorden-Vecht Canal	Coevorden-Vecht Canal	1994-01-08
1	-2152250	-2984464	53.2	5.733333	531200	54400	31UFU8256798007	NN31-09	P	PPL		NL	02					V				RITSAMUZIJL	Ritsamuzijl	Ritsamuzijl	1994-01-08
1	-2151844	-2983947	51.466667	5.466667	512800	52800	31UFT7133104608	NM31-03	P	PPLX		NL	06					N				PRINSEJACHT	Prinsejacht	Prinsejacht	1994-01-08
1	-2149272	-2980799	51.85	4.35	515100	42100	31UET9298645217	NM31-03	P	PPL		NL	11					N				MEEUWENPLAAT	Meeuwenplaat	Meeuwenplaat	1994-01-08
1	-2150172	-2981889	51.6	4.233333	513600	41400	31UET8542017271	NM31-03	T	PLDR		NL	06					N				POLDERVANNIEUWVOSMEER	Polder van Nieuw Vosmeer	Polder van Nieuw Vosmeer	1994-01-08
1	-2154843	-2987762	51.366667	5.716667	512200	54300	31UFS8910594104	NM31-03	P	PPL		NL	06					N				VLAS	Vlas	Vlas	1994-01-08
1	-2151208	-2983171	51.316667	4.033333	511900	40200	31UES7201385547	NM31-03	T	PLDR		NL	10					N				OUDELANDPOLDER	Oudelandpolder	Oudelandpolder	1994-01-08
1	-2153919	-2986569	52.016667	4.35	520100	42100	31UET9264263752	NN31-12	P	PPL		NL	11					N				THAANTJE	’t Haantje	't Haantje	1994-01-08
1	-2145998	-2976715	51.95	5.75	515700	54500	31UFT8898259050	NM31-03	A	ADM2		NL	03					N		(( Heteren ))	Gemeente	GEMEENTEHETEREN	Gemeente )) (( Heteren	Gemeente )) (( Heteren	2007-02-14
1	-2142693	-2972442	53.183333	5.966667	531100	55800	31UFU9822596775	NN31-09	L	LCTY		NL	02					N				DEHAMMEN	De Hammen	De Hammen	1994-01-08
1	-2141906	-2971441	51.45	5.816667	512700	54900	31UFT9570903632	NM31-03	P	PPL		NL	06					N				BREEMORTEL	Breemortel	Breemortel	1994-01-08
1	-2148883	-2980303	52.683333	6.433333	524100	62600	32ULD2650840136	NN32-10	P	PPL		NL	01					N				LUBBINGE	Lubbinge	Lubbinge	1994-01-08
1	-2152753	-2985108	52.683333	6.25	524100	61500	32ULD1411840594	NN32-10	P	PPL		NL	01					N				SCHIPHORST	Schiphorst	Schiphorst	1994-01-08
1	-2147687	-2978852	52.316667	6.75	521900	64500	32ULC4663898643	NN32-10	S	FRM		NL	15					N				KLUMPERSHOEVE	Klumpershoeve	Klumpershoeve	1994-01-08
1	-2147213	-2972603	51.883333	5.966667	515300	55800	31UGT0417152223	NM31-03	P	PPL		NL	03					V				DEKAPEL	De Kapel	De Kapel	1994-01-08
1	-2142534	-2972224	52.083333	4.833333	520500	45000	31UFT2562071893	NN31-12	P	PPL		NL	11					N				DEBREE	De Bree	De Bree	1994-01-08
1	-2142930	-2972762	51.9	4.45	515400	42700	31UET9976250910	NM31-03	P	PPLX		NL	11					N				DELFSHAVEN	Delfshaven	Delfshaven	1994-01-08
1	-2146625	-2977542	53.183333	6.066667	531100	60400	32ULD0400296683	NN32-07	P	PPL		NL	02					N				HOOGZAND	Hoogzand	Hoogzand	1994-01-08
1	-2140462	-2969674	52.166667	6.433333	521000	62600	32ULC2446782682	NN32-10	P	PPL		NL	03					V				AMSEN	Amsen	Amsen	1994-01-08
1	-2141231	-2970621	51.683333	5.05	514100	50300	31UFT4171727808	NM31-03	P	PPL		NL	06					V				BESOYEN	Besoyen	Besoyen	1994-01-08
1	-2154530	-2987376	53.016667	7.016667	530100	70100	32ULD6695675964	NN32-07	P	PPL		NL	04					N				VEENHUIZEN	Veenhuizen	Veenhuizen	1994-01-08
1	-2156164	-2989362	52.033333	5.133333	520200	50800	31UFT4633766894	NN31-12	T	PLDR		NL	09					N				POLDERWULVEN	Polder Wulven	Polder Wulven	1994-01-08
1	-2156654	-2989960	53.2	6.45	531200	62700	32ULD2967697555	NN32-07	H	CNL		NL	04					N				ZUIDWENDING	Zuidwending	Zuidwending	1994-01-08
1	-2148510	-2986575	52.416667	5.9	522500	55400	31UFU9721111339	NN31-12	S	RSTN		NL	03					V				THARDE	’t Harde	't Harde	1994-01-08
1	-2141326	-2970736	52.083333	4.966667	520500	45800	31UFT3475572132	NN31-12	T	PLDR		NL	09					N				POLDERBIJLEVELDENRIJERSCOP	Polder Bijleveld en Rijerscop	Polder Bijleveld en Rijerscop	1994-01-08
1	-2142198	-2971792	51.683333	3.75	514100	34500	31UET5185026085	NM31-02	P	PPL		NL	10					N				BURGHSLUIS	Burghsluis	Burghsluis	1994-01-08
1	-2146711	-2977649	51.433333	6.05	512600	60300	32UKC9495402144	NM32-01	S	RSTN		NL	05					V				STATIONHORSTSEVENUM	Station Horst-Sevenum	Station Horst-Sevenum	1994-01-08
1	-2153654	-2986205	52.4	6.583333	522400	63500	32ULD3559008277	NN32-10	S	BDG		NL	15					N				STOUWEBRUG	Stouwebrug	Stouwebrug	1994-01-08
1	-2156534	-2989828	52.85	5.516667	525100	53100	31UFU6946558552	NN31-12	T	PLDR		NL	02					N				ZUIDERFENNENSPOLDER	Zuiderfennenspolder	Zuiderfennenspolder	1994-01-08
1	-2156049	-2989217	52.083333	4.916667	520500	45500	31UFT3133072040	NN31-12	P	PPL		NL	11					N				WOERDEN	Woerden	Woerden	1994-01-08
1	-2147177	-2978249	52.35	7.016667	522100	70100	32ULD6491401819	NN32-10	S	BDG		NL	15					N				KAMPBRUG	Kampbrug	Kampbrug	1994-01-08
1	-2154644	-2987512	51.416667	5.3	512500	51800	31UFS5993198671	NM31-03	P	PPL		NL	06					N				VENEIND	Veneind	Veneind	1994-01-08
1	-2147769	-2978957	53.25	6.066667	531500	60400	32ULE0430604097	NN32-07	H	CNL		NL	02					N				KOLLUMERZWAAGSTERVAART	Kollumerzwaagstervaart	Kollumerzwaagstervaart	1994-01-08
1	-2149289	-2980816	52.1	6.5	520600	63000	32ULC2877075109	NN32-10	H	STM		NL	03					N				MEIBEEK	Meibeek	Meibeek	1994-01-08
1	-2154255	-2989324	52	4.283333	520000	41700	31UET8810061816	NN31-12	P	PPL		NL	11					V				WOUD	Woud	Woud	1994-01-08
1	-2147622	-2977048	52.2	5.2	521200	51200	31UFT5034885564	NN31-12	H	LK		NL	07					V				HILVERSUMSCHEWASMEER	Hilversumsche Wasmeer	Hilversumsche Wasmeer	1994-01-08
1	-2149146	-2972819	51.85	5.283333	515100	51700	31UFT5726646820	NM31-03	P	PPL		NL	03					V				DEMARKT	De Markt	De Markt	1994-01-08
1	-2143487	-2973511	52.716667	6.15	524300	60900	32ULD0750744563	NN32-10	P	PPL		NL	15					V				DINGSTERVEEN	Dingsterveen	Dingsterveen	1994-01-08
1	-2148596	-2979945	51.583333	4.666667	513500	44000	31UFT1547316013	NM31-03	P	PPL		NL	06					N				LEUR	Leur	Leur	1994-01-08
1	-2153429	-2985944	52.083333	5.05	520500	50300	31UFT4046572290	NN31-12	P	PPL		NL	09					N				STADSDAM	Stadsdam	Stadsdam	1994-01-08
1	-2153405	-2973184	52.45	5.933333	522700	55600	31UFU9932715137	NN31-12	P	PPL		NL	03					V				DESPRONK	De Spronk	De Spronk	1994-01-08
1	-2151159	-2983113	53.033333	5.833333	530200	55000	31UFU8997879733	NN31-09	T	PLDR		NL	02					N				POLDERDEOUDEGEEUW	Polder de Oude Geeuw	Polder de Oude Geeuw	1994-01-08
1	-2156631	-2989934	52.016667	4.633333	520100	43800	31UFT1208464151	NN31-12	T	PLDR		NL	11					N				ZUIDPLASPOLDER	Zuidplaspolder	Zuidplaspolder	1994-01-08
1	-2148708	-2980093	52.683333	6.266667	524100	61600	32ULD1524440551	NN32-10	S	EST		NL	01					N				LINDENHORST	Lindenhorst	Lindenhorst	1994-01-08
1	-2146548	-2977450	52.883333	5.683333	525300	54100	31UFU8054762665	NN31-12	L	LCTY		NL	02					N				HOOGEMIEDEN	Hooge Mieden	Hooge Mieden	1994-01-08
1	-2140947	-2970277	52.116667	6.5	520700	63000	32ULC2883376963	NN32-10	L	PRK		NL	03					N				BEEKVLIET	Beekvliet	Beekvliet	1994-01-08
1	-2149765	-2981389	52.183333	5.066667	521100	50400	31UFT4129083443	NN31-12	P	PPL		NL	09					N				MUYEVELD	Muyeveld	Muyeveld	1994-01-08
1	-2154588	-2987447	52.533333	6.266667	523200	61600	32ULD1461223871	NN32-10	S	FRM		NL	15					N				VELDHOEVE	Veldhoeve	Veldhoeve	1994-01-08
1	-2152161	-2984350	51.616667	5.7	513700	54200	31UFT8692021858	NM31-03	P	PPL		NL	06					N				RIETVEN	Rietven	Rietven	1994-01-08
1	-2144660	-2975016	52.166667	5.433333	521000	52600	31UFT6641682367	NN31-12	L	RGN		NL	00					V				GELDVALLEY	Geld Valley	Geld Valley	1994-01-08
1	-2140484	-2969699	52.366667	4.933333	522200	45600	31UFU3163103580	NN31-12	S	RSTN		NL	07					N				AMSTERDAMMUIDERPOORT	Amsterdam Muiderpoort	Amsterdam Muiderpoort	1994-01-08
1	-2152318	-2984551	52.95	6.683333	525700	64100	32ULD4436069220	NN32-10	V	HTH		NL	01					N				ROLDERVELD	Rolderveld	Rolderveld	1994-01-08
1	-2141020	-2970369	50.85	5.666667	505100	54000	31UFS8770836533	NM31-06	P	PPLX		NL	05					N				BELFORT	Belfort	Belfort	1994-01-08
1	-2152896	-2985283	52.95	7.1	525700	70600	32ULD7234968398	NN32-10	L	LCTY		NL	04					N				SELLINGERVELD	Sellingerveld	Sellingerveld	1994-01-08
1	-2151126	-2973469	51.933333	6.133333	515600	60800	32ULC0292957506	NM32-01	P	PPL		NL	03					V				DIJK	Dijk	Dijk	1994-01-08
1	-2156740	-2990068	51.4	3.5	512400	33000	31UES3478294427	NM31-02	H	PND		NL	10					N				ZWARTEGAT	Zwarte Gat	Zwarte Gat	1994-01-08
1	-2145640	-2976265	52.766667	5.95	524600	55700	31UFU9901850395	NN31-12	H	CNL		NL	15					N				HEERVANDIEZENVAART	Heer van Diezenvaart	Heer van Diezenvaart	1994-01-08
1	-2141485	-2970933	52.25	5.366667	521500	52200	31UFT6155591483	NN31-12	H	CNL		NL	09					N				BLOKHUISWETERING	Blokhuiswetering	Blokhuiswetering	1994-01-08
1	-2146368	-2977238	52.216667	5.016667	521300	50100	31UFT3776987054	NN31-12	T	PLDR		NL	09					N				POLDERHOLLAND	Polder Holland	Polder Holland	1994-01-08
1	-2155582	-2988647	53.133333	6.966667	530800	65800	32ULD6397189034	NN32-07	T	PLDR		NL	04					N				POLDERDEWESTERLEESCHELAGEMEEDEN	Polder de Westerleesche Lagemeeden	Polder de Westerleesche Lagemeeden	1994-01-08
1	-2150602	-2982423	51.833333	5.5	515000	53000	31UFT7225045457	NM31-03	P	PPL		NL	06					N				OIJEN	Oijen	Oijen	1994-01-08
1	-2153192	-2985651	51.566667	6	513400	60000	32UKC9208717109	NM32-01	P	PPL		NL	05					N				SMAKT	Smakt	Smakt	1994-01-08
1	-2156403	-2973374	52.2	4.533333	521200	43200	31UFT0479184391	NN31-12	H	STMC		NL	11					V				DEZIJL	De Zijl	De Zijl	1994-01-08
1	-2154572	-2987428	52.083333	5.1	520500	50600	31UFT4389072388	NN31-12	H	DCKB		NL	09					N				VEILINGHAVEN	Veilinghaven	Veilinghaven	1994-01-08
